subj block task isi lagt2 t2in reponset1 reponset2 correct1 correct2
irdubeyretesta a retestA 7 1 1 1 True True
irdubeyretesta a retestA 4 1 2 1 True True
irdubeyretesta a retestA 4 1 2 1 True True
irdubeyretesta a retestA 5 1 1 1 True True
irdubeyretesta a retestA 7 1 4 1 True True
irdubeyretesta a retestA 1 1 1 1 True True
irdubeyretesta a retestA 5 1 4 1 True True
irdubeyretesta a retestA 8 1 1 1 True True
irdubeyretesta a retestA 7 1 1 1 True True
irdubeyretesta a retestA 5 1 1 1 True True
irdubeyretesta a retestA 2 1 3 1 False True
irdubeyretesta a retestA 1 1 2 1 True True
irdubeyretesta a retestA 1 1 1 1 False True
irdubeyretesta a retestA 2 1 4 0 True False
irdubeyretesta a retestA 3 1 4 0 True False
irdubeyretesta a retestA 2 1 4 1 True True
irdubeyretesta a retestA 7 1 3 1 False True
irdubeyretesta a retestA 2 1 3 1 True True
irdubeyretesta a retestA 6 1 3 1 True True
irdubeyretesta a retestA 4 1 1 1 False True
irdubeyretesta a retestA 5 1 2 1 True True
irdubeyretesta a retestA 5 1 1 1 True True
irdubeyretesta a retestA 1 1 3 1 True True
irdubeyretesta a retestA 0 0 1 1 True False
irdubeyretesta a retestA 6 1 1 1 True True
irdubeyretesta a retestA 0 0 1 0 True True
irdubeyretesta a retestA 0 0 1 1 True False
irdubeyretesta a retestA 1 1 2 1 True True
irdubeyretesta a retestA 0 0 4 0 True True
irdubeyretesta a retestA 0 0 1 0 True True
irdubeyretesta a retestA 7 1 3 1 True True
irdubeyretesta a retestA 0 0 4 0 True True
irdubeyretesta a retestA 4 1 3 1 True True
irdubeyretesta a retestA 0 0 3 0 False True
irdubeyretesta a retestA 3 1 3 1 True True
irdubeyretesta a retestA 5 1 1 1 True True
irdubeyretesta a retestA 6 1 1 1 False True
irdubeyretesta a retestA 0 0 3 0 True True
irdubeyretesta a retestA 6 1 3 1 True True
irdubeyretesta a retestA 8 1 4 1 True True
irdubeyretesta a retestA 8 1 2 1 True True
irdubeyretesta a retestA 4 1 4 1 True True
irdubeyretesta a retestA 2 1 2 1 True True
irdubeyretesta a retestA 2 1 1 1 False True
irdubeyretesta a retestA 4 1 3 1 True True
irdubeyretesta a retestA 0 0 1 1 True False
irdubeyretesta a retestA 3 1 1 1 True True
irdubeyretesta a retestA 6 1 3 1 True True
irdubeyretesta a retestA 3 1 3 1 False True
irdubeyretesta a retestA 3 1 2 1 True True
irdubeyretesta a retestA 0 0 1 1 True False
irdubeyretesta a retestA 8 1 4 1 True True
irdubeyretesta a retestA 3 1 1 1 False True
irdubeyretesta a retestA 5 1 1 1 True True
irdubeyretesta a retestA 0 0 4 0 True True
irdubeyretesta a retestA 0 0 4 1 True False
irdubeyretesta a retestA 5 1 4 0 True False
irdubeyretesta a retestA 0 0 2 1 True False
irdubeyretesta a retestA 0 0 3 0 True True
irdubeyretesta a retestA 1 1 2 1 True True
irdubeyretesta a retestA 8 1 4 1 True True
irdubeyretesta a retestA 0 0 1 0 True True
irdubeyretesta a retestA 1 1 4 1 True True
irdubeyretesta a retestA 6 1 4 1 True True
irdubeyretesta a retestA 0 0 1 0 True True
irdubeyretesta a retestA 7 1 4 1 True True
irdubeyretesta a retestA 6 1 2 1 True True
irdubeyretesta a retestA 3 1 4 1 True True
irdubeyretesta a retestA 0 0 2 0 True True
irdubeyretesta a retestA 4 1 2 1 True True
irdubeyretesta a retestA 2 1 1 0 True False
irdubeyretesta a retestA 7 1 1 1 True True
irdubeyretesta a retestA 7 1 1 1 True True
irdubeyretesta a retestA 8 1 3 1 False True
irdubeyretesta a retestA 8 1 1 1 True True
irdubeyretesta a retestA 0 0 3 0 True True
irdubeyretesta a retestA 0 0 1 0 True True
irdubeyretesta a retestA 4 1 2 1 True True
irdubeyretesta a retestA 6 1 2 1 True True
irdubeyretesta a retestA 1 1 4 1 True True
irdubeyretesta a retestA 2 1 1 1 True True
irdubeyretesta a retestA 3 1 1 1 False True
irdubeyretesta a retestA 0 0 1 1 True False
irdubeyretesta a retestA 8 1 3 0 True False
