subj block task isi lagt2 t2in reponset1 reponset2 correct1 correct2
anna a test 1 1 1 1 True True
anna a test 2 1 4 0 True False
anna a test 8 1 1 0 False False
anna a test 8 1 2 0 True False
anna a test 7 1 3 0 False False
anna a test 4 1 1 0 False False
anna a test 3 1 4 0 True False
anna a test 2 1 1 0 True False
anna a test 3 1 1 0 True False
anna a test 2 1 2 0 False False
anna a test 7 1 4 0 True False
anna a test 0 0 1 0 True True
anna a test 6 1 1 0 True False
anna a test 3 1 2 0 True False
anna a test 5 1 3 0 True False
anna a test 4 1 2 0 True False
anna a test 0 0 1 0 True True
anna a test 0 0 3 0 True True
anna a test 0 0 2 0 True True
anna a test 4 1 4 0 True False
anna a test 7 1 1 0 True False
anna a test 0 0 2 0 False True
anna a test 3 1 3 0 True False
anna a test 3 1 4 0 True False
anna a test 4 1 1 0 True False
anna a test 6 1 2 0 True False
anna a test 7 1 3 0 True False
anna a test 3 1 2 0 True False
anna a test 6 1 3 0 True False
anna a test 6 1 1 0 True False
anna a test 3 1 2 0 False False
anna a test 2 1 3 0 False False
anna a test 1 1 4 0 True False
anna a test 2 1 2 0 True False
anna a test 1 1 3 0 True False
anna a test 4 1 2 0 True False
anna a test 6 1 3 0 True False
anna a test 5 1 2 0 True False
anna a test 1 1 1 0 True False
anna a test 8 1 1 0 True False
anna a test 4 1 1 0 True False
anna a test 5 1 3 0 False False
anna a test 0 0 1 0 True True
anna a test 1 1 2 0 True False
anna a test 8 1 1 0 True False
anna a test 0 0 2 0 True True
anna a test 5 1 4 0 True False
anna a test 0 0 3 0 True True
anna a test 0 0 4 0 True True
anna a test 1 1 1 0 True False
anna a test 6 1 4 0 True False
anna a test 6 1 4 0 True False
anna a test 0 0 1 0 True True
anna a test 6 1 3 0 True False
anna a test 1 1 3 0 True False
anna a test 0 0 4 0 True True
anna a test 5 1 3 0 True False
anna a test 7 1 2 0 True False
anna a test 0 0 2 0 True True
anna a test 4 1 4 0 True False
anna a test 2 1 1 0 True False
anna a test 5 1 3 0 True False
anna a test 5 1 3 0 True False
anna a test 0 0 1 0 True True
anna a test 2 1 2 0 True False
anna a test 8 1 3 0 True False
anna a test 8 1 3 0 True False
anna a test 8 1 3 0 True False
anna a test 8 1 2 0 True False
anna a test 3 1 4 0 True False
anna a test 7 1 4 0 True False
anna a test 0 0 2 0 True True
anna a test 4 1 4 0 True False
anna a test 7 1 4 0 True False
anna a test 0 0 4 0 True True
anna a test 2 1 2 0 True False
anna a test 0 0 3 0 True True
anna a test 7 1 4 0 True False
anna a test 0 0 1 0 True True
anna a test 1 1 4 0 True False
anna a test 0 0 4 0 False True
anna a test 0 0 4 0 True True
anna a test 5 1 1 0 True False
anna a test 0 0 4 0 True True
anna a trainingA 7 0 4 0 True True
anna a trainingA 9 0 2 0 True True
anna a trainingA 9 1 1 0 True False
anna a trainingA 7 0 2 0 True True
anna a trainingA 7 0 1 0 True True
anna a trainingA 7 0 3 0 True True
anna a trainingA 9 1 2 0 True False
anna a trainingA 7 1 2 1 True True
anna a trainingA 7 1 3 1 False True
anna a trainingA 9 1 4 0 True False
anna a trainingA 8 1 3 1 True True
anna a trainingA 8 1 1 1 True True
anna a trainingA 8 1 1 1 True True
anna a trainingA 9 1 4 1 True True
anna a trainingA 8 1 1 1 True True
anna a trainingA 7 1 1 1 True True
anna a trainingA 9 0 4 0 True True
anna a trainingA 9 0 2 0 True True
anna a trainingA 9 1 4 1 True True
anna a trainingA 7 1 1 1 True True
anna a trainingA 7 0 4 0 True True
anna a trainingA 8 1 1 1 True True
anna a trainingA 7 1 2 1 True True
anna a trainingA 8 0 2 0 True True
anna a trainingA 7 0 3 0 True True
anna a trainingA 7 1 3 1 False True
anna a trainingA 9 1 3 1 True True
anna a trainingA 8 1 4 1 True True
anna a trainingA 8 0 1 1 True False
anna a trainingA 8 1 3 1 False True
anna a trainingA 8 1 1 1 True True
anna a trainingA 8 1 3 1 True True
anna a trainingA 9 1 2 1 True True
anna a trainingA 8 0 3 0 True True
anna a trainingA 9 0 1 0 True True
anna a trainingA 8 1 3 1 True True
anna a trainingA 7 1 1 1 True True
anna a trainingA 9 0 4 0 True True
