subj block task lag t2in correct1 correct2
Francisco b test 6 1 True 1.00
Francisco b test 0 0 True 1.00
Francisco b test 7 1 False 0.00
Francisco b test 2 1 True 0.00
Francisco b test 8 1 True 1.00
Francisco b test 7 1 True 1.00
Francisco b test 6 1 False 0.00
Francisco b test 4 1 True 0.00
Francisco b test 5 1 True 0.00
Francisco b test 0 0 True 1.00
Francisco b test 5 1 True 0.00
Francisco b test 6 1 False 0.00
Francisco b test 0 0 True 1.00
Francisco b test 0 0 True 0.00
Francisco b test 5 1 True 1.00
Francisco b test 3 1 True 1.00
Francisco b test 1 1 True 1.00
Francisco b test 5 1 False 0.00
Francisco b test 8 1 True 0.00
Francisco b test 1 1 True 1.00
Francisco b test 8 1 True 0.00
Francisco b test 0 0 False 1.00
Francisco b test 5 1 True 0.00
Francisco b test 8 1 True 0.00
Francisco b test 5 1 True 0.00
Francisco b test 7 1 True 0.00
Angelo b test 0 0 True 1.00
Angelo b test 7 1 True 1.00
Angelo b test 1 1 False 1.00
Angelo b test 6 1 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 8 1 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 4 1 True 1.00
Angelo b test 5 1 True 1.00
Angelo b test 3 1 True 1.00
Angelo b test 5 1 True 1.00
Angelo b test 5 1 True 1.00
Angelo b test 1 1 True 1.00
Angelo b test 7 1 True 0.00
Angelo b test 4 1 True 1.00
Angelo b test 1 1 True 0.00
Angelo b test 1 1 True 0.00
Angelo b test 2 1 True 0.00
Angelo b test 0 0 True 1.00
Angelo b test 5 1 True 0.00
Angelo b test 6 1 True 0.00
Angelo b test 5 1 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 6 1 True 1.00
Angelo b test 3 1 True 1.00
Angelo b test 7 1 True 1.00
Angelo b test 5 1 True 1.00
Angelo b test 2 1 True 1.00
Angelo b test 7 1 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 3 1 True 1.00
Angelo b test 1 1 True 0.00
Angelo b test 4 1 True 0.00
Angelo b test 2 1 True 0.00
Angelo b test 7 1 True 0.00
Angelo b test 7 1 True 1.00
Angelo b test 1 1 True 1.00
Angelo b test 8 1 True 0.00
Angelo b test 3 1 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 0 0 True 0.00
Angelo b test 3 1 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 0 0 True 0.00
Angelo b test 8 1 True 0.00
Angelo b test 8 1 True 0.00
Angelo b test 4 1 True 1.00
Angelo b test 2 1 True 0.00
Angelo b test 4 1 True 1.00
Angelo b test 2 1 True 1.00
Angelo b test 1 1 True 1.00
Angelo b test 4 1 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 5 1 True 1.00
Angelo b test 8 1 True 1.00
Angelo b test 6 1 True 1.00
Angelo b test 0 0 True 0.00
Angelo b test 3 1 True 1.00
Angelo b test 2 1 True 1.00
Angelo b test 6 1 True 1.00
Angelo b test 4 1 True 0.00
Angelo b test 6 1 True 1.00
Angelo b test 1 1 True 1.00
Angelo b test 2 1 True 1.00
Angelo b test 6 1 True 1.00
Angelo b test 8 1 True 1.00
Angelo b test 4 1 True 0.00
Angelo b test 8 1 True 1.00
Angelo b test 8 1 True 0.00
Angelo b test 5 1 True 1.00
Angelo b test 3 1 True 0.00
Angelo b test 3 1 True 1.00
Angelo b test 7 1 True 1.00
Angelo b test 7 1 True 1.00
Angelo b test 0 0 True 1.00
Angelo b test 2 1 True 0.00
Angelo b test 6 1 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 0.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 0.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 0 0 True 1.00
Angelo b training 1 1 True 0.00
Angelo b training 1 1 True 1.00
Angelo b training 1 1 False 1.00
Angelo b training 1 1 True 1.00
Angelo b training 1 1 False 1.00
Angelo b training 1 1 True 0.00
Angelo b training 1 1 True 1.00
Angelo b training 1 1 True 1.00
Angelo b training 1 1 True 1.00
Angelo b training 1 1 True 1.00
Angelo b training 2 1 True 1.00
Angelo b training 2 1 True 1.00
Angelo b training 2 1 True 1.00
Angelo b training 2 1 True 1.00
Angelo b training 2 1 True 1.00
Angelo b training 2 1 True 1.00
Angelo b training 2 1 True 1.00
Angelo b training 2 1 True 1.00
Angelo b training 2 1 True 1.00
Angelo b training 2 1 True 1.00
Angelo b training 3 1 True 1.00
Angelo b training 3 1 False 1.00
Angelo b training 3 1 True 1.00
Angelo b training 3 1 True 1.00
Angelo b training 3 1 True 1.00
Angelo b training 3 1 True 1.00
Angelo b training 3 1 True 0.00
Angelo b training 3 1 True 1.00
Angelo b training 3 1 True 1.00
Angelo b training 3 1 True 1.00
Angelo b training 4 1 True 1.00
Angelo b training 4 1 True 1.00
Angelo b training 4 1 True 0.00
Angelo b training 4 1 True 1.00
Angelo b training 4 1 True 1.00
Angelo b training 4 1 True 1.00
Angelo b training 4 1 True 0.00
Angelo b training 4 1 True 1.00
Angelo b training 4 1 True 1.00
Angelo b training 4 1 False 1.00
Angelo b training 5 1 True 1.00
Angelo b training 5 1 True 1.00
Angelo b training 5 1 True 1.00
Angelo b training 5 1 True 0.00
Angelo b training 5 1 False 1.00
Angelo b training 5 1 True 0.00
Angelo b training 5 1 True 1.00
Angelo b training 5 1 True 1.00
Angelo b training 5 1 True 1.00
Angelo b training 5 1 True 1.00
Angelo b training 6 1 True 1.00
Angelo b training 6 1 True 1.00
Angelo b training 6 1 True 0.00
Angelo b training 6 1 True 1.00
Angelo b training 6 1 False 1.00
Angelo b training 6 1 True 1.00
Angelo b training 6 1 True 1.00
Angelo b training 6 1 True 0.00
Angelo b training 6 1 True 1.00
Angelo b training 6 1 True 1.00
Angelo b training 7 1 True 1.00
Angelo b training 7 1 True 1.00
Angelo b training 7 1 True 1.00
Angelo b training 7 1 True 0.00
Angelo b training 7 1 True 1.00
Angelo b training 7 1 True 1.00
Angelo b training 7 1 True 1.00
Angelo b training 7 1 True 1.00
Angelo b training 7 1 True 1.00
Angelo b training 7 1 True 1.00
Angelo b training 8 1 True 1.00
Angelo b training 8 1 True 1.00
Angelo b training 8 1 True 1.00
Angelo b training 8 1 True 1.00
Angelo b training 8 1 True 1.00
Angelo b training 8 1 True 1.00
Angelo b training 8 1 True 1.00
Angelo b training 8 1 True 1.00
Angelo b training 8 1 True 1.00
Angelo b training 8 1 True 1.00
Angelo b retest 0 0 True 0.00
Angelo b retest 7 1 False 1.00
Angelo b retest 1 1 True 1.00
Angelo b retest 6 1 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 8 1 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 4 1 True 0.00
Angelo b retest 5 1 True 1.00
Angelo b retest 3 1 True 1.00
Angelo b retest 5 1 True 1.00
Angelo b retest 5 1 True 1.00
Angelo b retest 1 1 True 0.00
Angelo b retest 7 1 True 1.00
Angelo b retest 4 1 True 0.00
Angelo b retest 1 1 True 1.00
Angelo b retest 1 1 True 1.00
Angelo b retest 2 1 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 5 1 True 1.00
Angelo b retest 6 1 True 1.00
Angelo b retest 5 1 True 1.00
Angelo b retest 0 0 True 0.00
Angelo b retest 0 0 True 1.00
Angelo b retest 0 0 True 0.00
Angelo b retest 6 1 True 1.00
Angelo b retest 3 1 True 1.00
Angelo b retest 7 1 True 1.00
Angelo b retest 5 1 True 1.00
Angelo b retest 2 1 True 1.00
Angelo b retest 7 1 True 0.00
Angelo b retest 0 0 True 1.00
Angelo b retest 3 1 True 0.00
Angelo b retest 1 1 True 1.00
Angelo b retest 4 1 True 0.00
Angelo b retest 2 1 True 1.00
Angelo b retest 7 1 True 1.00
Angelo b retest 7 1 True 1.00
Angelo b retest 1 1 True 0.00
Angelo b retest 8 1 True 1.00
Angelo b retest 3 1 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 0 0 True 0.00
Angelo b retest 0 0 False 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 3 1 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 8 1 True 1.00
Angelo b retest 8 1 True 1.00
Angelo b retest 4 1 True 1.00
Angelo b retest 2 1 False 1.00
Angelo b retest 4 1 True 1.00
Angelo b retest 2 1 True 1.00
Angelo b retest 1 1 True 1.00
Angelo b retest 4 1 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 5 1 True 1.00
Angelo b retest 8 1 True 1.00
Angelo b retest 6 1 True 1.00
Angelo b retest 0 0 True 0.00
Angelo b retest 3 1 True 1.00
Angelo b retest 2 1 True 1.00
Angelo b retest 6 1 True 1.00
Angelo b retest 4 1 True 1.00
Angelo b retest 6 1 True 1.00
Angelo b retest 1 1 True 1.00
Angelo b retest 2 1 True 1.00
Angelo b retest 6 1 True 0.00
Angelo b retest 8 1 True 1.00
Angelo b retest 4 1 True 1.00
Angelo b retest 8 1 True 1.00
Angelo b retest 8 1 True 1.00
Angelo b retest 5 1 True 1.00
Angelo b retest 3 1 True 1.00
Angelo b retest 3 1 True 1.00
Angelo b retest 7 1 True 0.00
Angelo b retest 7 1 True 1.00
Angelo b retest 0 0 True 1.00
Angelo b retest 2 1 True 1.00
Angelo b retest 6 1 True 0.00
eva1 a test 8 1 True 0.00
eva1 a test 8 1 False 1.00
eva1 a test 5 1 False 0.00
eva1 a test 0 0 False 1.00
eva1 a test 0 0 True 1.00
eva1 a test 6 1 False 0.00
eva1 a test 0 0 False 1.00
eva1 a test 5 1 False 0.00
eva1 a test 0 0 False 1.00
eva1 a test 2 1 True 0.00
eva1 a test 0 0 True 1.00
eva1 a test 0 0 False 1.00
eva1 a test 0 0 False 1.00
eva1 a test 7 1 False 1.00
eva1 a test 8 1 True 0.00
eva1 a test 7 1 False 0.00
eva1 a test 0 0 True 1.00
eva1 a test 3 1 False 0.00
eva1 a test 0 0 False 1.00
eva1 a test 6 1 False 1.00
eva1 a test 6 1 True 0.00
eva1 a test 3 1 False 0.00
eva1 a test 3 1 False 0.00
eva1 a test 5 1 True 0.00
eva1 a test 8 1 True 0.00
eva1 a test 7 1 False 0.00
eva1 a test 3 1 True 0.00
eva1 a test 0 0 False 1.00
eva1 a test 2 1 False 0.00
eva1 a test 2 1 False 0.00
eva1 a test 1 1 True 0.00
eva1 a test 0 0 True 1.00
eva1 a test 5 1 True 0.00
eva1 a test 3 1 False 0.00
eva1 a test 1 1 True 0.00
eva1 a test 7 1 False 0.00
eva1 a test 3 1 True 0.00
eva1 a test 2 1 True 0.00
eva1 a test 7 1 True 0.00
eva1 a test 3 1 True 0.00
eva1 a test 5 1 True 0.00
eva1 a test 1 1 True 0.00
eva1 a test 7 1 True 0.00
eva1 a test 8 1 True 1.00
eva1 a test 4 1 True 0.00
eva1 a test 7 1 True 0.00
eva1 a test 0 0 True 1.00
eva1 a test 0 0 True 1.00
eva1 a test 5 1 True 0.00
eva1 a test 6 1 True 1.00
eva1 a test 2 1 True 1.00
eva1 a test 1 1 True 0.00
eva1 a test 4 1 True 1.00
eva1 a test 3 1 False 0.00
eva1 a test 2 1 True 1.00
eva1 a test 8 1 True 1.00
eva1 a test 4 1 False 0.00
eva1 a test 0 0 True 1.00
eva1 a test 0 0 True 1.00
eva1 a test 8 1 True 1.00
eva1 a test 4 1 True 1.00
eva1 a test 6 1 True 0.00
eva1 a test 6 1 False 1.00
eva1 a test 1 1 True 1.00
eva1 a test 6 1 True 1.00
eva1 a test 0 0 True 1.00
eva1 a test 6 1 True 1.00
eva1 a test 0 0 True 1.00
eva1 a test 2 1 True 1.00
eva1 a test 4 1 True 0.00
eva1 a test 0 0 True 1.00
eva1 a test 0 0 True 1.00
eva1 a test 5 1 True 0.00
eva1 a test 1 1 True 0.00
eva1 a test 1 1 True 1.00
eva1 a test 7 1 True 1.00
eva1 a test 4 1 True 1.00
eva1 a test 4 1 True 0.00
eva1 a test 5 1 False 0.00
eva1 a test 1 1 True 0.00
eva1 a test 0 0 True 1.00
eva1 a test 4 1 True 0.00
eva1 a test 8 1 True 1.00
eva1 a test 2 1 True 0.00
eva1 a training 8 1 True 0.00
eva1 a training 7 1 True 1.00
eva1 a training 9 0 True 1.00
eva1 a training 9 1 True 1.00
eva1 a training 8 1 True 0.00
eva1 a training 8 1 True 1.00
eva1 a training 9 0 True 0.00
eva1 a training 8 1 True 1.00
eva1 a training 7 1 True 1.00
eva1 a training 7 1 True 1.00
eva1 a training 8 1 True 1.00
eva1 a training 9 0 True 1.00
eva1 a training 9 1 True 1.00
eva1 a training 7 1 True 1.00
eva1 a training 7 1 True 1.00
eva1 a training 8 0 False 1.00
eva1 a training 8 1 True 1.00
eva1 a training 7 0 False 1.00
eva1 a training 7 1 True 0.00
eva1 a training 7 1 True 1.00
eva1 a training 7 1 True 1.00
eva1 a training 8 1 True 1.00
eva1 a training 9 0 True 1.00
eva1 a training 7 1 True 1.00
eva1 a training 8 0 False 1.00
eva1 a training 7 1 True 1.00
eva1 a training 7 1 True 1.00
eva1 a training 9 1 True 1.00
eva1 a training 7 0 True 1.00
eva1 a training 9 1 True 1.00
eva1 a training 7 1 True 1.00
eva1 a training 8 1 True 0.00
eva1 a training 7 1 True 1.00
eva1 a training 9 1 True 1.00
eva1 a training 7 0 True 1.00
eva1 a training 7 1 True 1.00
eva1 a training 7 1 True 0.00
eva1 a training 7 1 True 0.00
eva1 a training 7 1 False 0.00
eva1 a training 7 1 True 0.00
eva1 a training 6 1 True 1.00
eva1 a training 6 1 True 1.00
eva1 a training 6 1 True 1.00
eva1 a training 6 1 True 1.00
eva1 a training 5 1 True 1.00
eva1 a training 6 1 True 1.00
eva1 a training 4 1 True 1.00
eva1 a training 4 0 True 1.00
eva1 a training 4 1 True 0.00
eva1 a training 4 1 True 0.00
eva1 a training 4 1 True 1.00
eva1 a training 4 1 True 1.00
eva1 a training 6 1 True 1.00
eva1 a training 5 1 True 1.00
eva1 a training 5 1 True 0.00
eva1 a training 6 1 True 1.00
eva1 a training 5 0 True 1.00
eva1 a training 4 1 True 1.00
eva1 a training 4 0 True 1.00
eva1 a training 4 1 True 0.00
eva1 a training 6 1 True 1.00
eva1 a training 6 0 True 1.00
eva1 a training 6 1 True 1.00
eva1 a training 4 1 True 1.00
eva1 a training 4 1 True 1.00
eva1 a training 4 0 True 1.00
eva1 a training 4 1 True 0.00
eva1 a training 5 0 False 1.00
eva1 a training 6 1 True 1.00
eva1 a training 5 1 False 0.00
eva1 a training 6 1 True 1.00
eva1 a training 6 0 True 1.00
eva1 a training 6 1 True 1.00
eva1 a training 6 0 True 1.00
eva1 a training 5 1 True 0.00
eva1 a training 4 1 True 1.00
eva1 a training 6 1 True 1.00
eva1 a training 6 1 True 1.00
eva1 a training 5 1 True 1.00
eva1 a training 6 1 True 1.00
eva1 a training 3 1 True 0.00
eva1 a training 3 1 True 1.00
eva1 a training 1 1 True 0.00
eva1 a training 3 1 True 1.00
eva1 a training 1 0 True 1.00
eva1 a training 3 1 True 1.00
eva1 a training 1 0 True 1.00
eva1 a training 2 1 True 1.00
eva1 a training 3 0 True 1.00
eva1 a training 1 0 True 1.00
eva1 a training 3 0 True 1.00
eva1 a training 2 1 True 1.00
eva1 a training 2 1 True 1.00
eva1 a training 1 1 True 1.00
eva1 a training 2 1 True 0.00
eva1 a training 3 1 True 1.00
eva1 a training 3 1 True 1.00
eva1 a training 1 0 True 1.00
eva1 a training 3 1 True 1.00
eva1 a training 1 0 True 1.00
eva1 a training 2 1 True 1.00
eva1 a training 3 1 True 1.00
eva1 a training 2 1 True 1.00
eva1 a training 2 1 True 1.00
eva1 a training 3 1 True 1.00
eva1 a training 2 0 True 1.00
eva1 a training 1 1 True 1.00
eva1 a training 2 0 True 1.00
eva1 a training 1 0 True 1.00
eva1 a training 1 1 True 1.00
eva1 a training 3 1 True 1.00
eva1 a training 3 0 True 1.00
eva1 a training 2 0 True 1.00
eva1 a training 1 1 True 1.00
eva1 a training 2 0 True 1.00
eva1 a training 2 1 True 1.00
eva1 a training 3 0 True 1.00
eva1 a training 1 1 True 1.00
eva1 a training 2 0 True 0.00
eva1 a training 1 1 True 1.00
eva1 a retest 8 1 True 1.00
eva1 a retest 8 1 True 1.00
eva1 a retest 5 1 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 6 1 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 5 1 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 2 1 True 1.00
eva1 a retest 0 0 True 0.00
eva1 a retest 0 0 True 0.00
eva1 a retest 0 0 True 1.00
eva1 a retest 7 1 True 1.00
eva1 a retest 8 1 True 1.00
eva1 a retest 7 1 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 3 1 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 6 1 True 0.00
eva1 a retest 6 1 True 1.00
eva1 a retest 3 1 True 1.00
eva1 a retest 3 1 True 1.00
eva1 a retest 5 1 True 1.00
eva1 a retest 8 1 True 0.00
eva1 a retest 7 1 True 1.00
eva1 a retest 3 1 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 2 1 True 0.00
eva1 a retest 2 1 True 1.00
eva1 a retest 1 1 True 0.00
eva1 a retest 0 0 True 1.00
eva1 a retest 5 1 True 0.00
eva1 a retest 3 1 True 1.00
eva1 a retest 1 1 True 1.00
eva1 a retest 7 1 True 1.00
eva1 a retest 3 1 True 0.00
eva1 a retest 2 1 True 1.00
eva1 a retest 7 1 True 1.00
eva1 a retest 3 1 True 1.00
eva1 a retest 5 1 True 0.00
eva1 a retest 1 1 True 1.00
eva1 a retest 7 1 True 0.00
eva1 a retest 8 1 True 0.00
eva1 a retest 4 1 True 0.00
eva1 a retest 7 1 False 0.00
eva1 a retest 0 0 True 1.00
eva1 a retest 0 0 True 0.00
eva1 a retest 5 1 True 0.00
eva1 a retest 6 1 True 0.00
eva1 a retest 2 1 True 1.00
eva1 a retest 1 1 True 1.00
eva1 a retest 4 1 True 0.00
eva1 a retest 3 1 True 0.00
eva1 a retest 2 1 True 1.00
eva1 a retest 8 1 True 1.00
eva1 a retest 4 1 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 0 0 True 0.00
eva1 a retest 8 1 True 1.00
eva1 a retest 4 1 True 1.00
eva1 a retest 6 1 True 1.00
eva1 a retest 6 1 True 0.00
eva1 a retest 1 1 True 1.00
eva1 a retest 6 1 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 6 1 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 2 1 True 0.00
eva1 a retest 4 1 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 0 0 True 1.00
eva1 a retest 5 1 True 0.00
eva1 a retest 1 1 True 1.00
eva1 a retest 1 1 True 1.00
eva1 a retest 7 1 True 1.00
eva1 a retest 4 1 True 1.00
eva1 a retest 4 1 True 1.00
eva1 a retest 5 1 False 0.00
eva1 a retest 1 1 True 0.00
eva1 a retest 0 0 True 1.00
eva1 a retest 4 1 True 1.00
eva1 a retest 8 1 True 0.00
eva1 a retest 2 1 True 1.00
Irene a test 0 0 False 1.00
Irene a test 4 1 False 0.00
Irene a test 7 1 False 1.00
Irene a test 0 0 True 1.00
Irene a test 5 1 True 0.00
Irene a test 3 1 True 1.00
Irene a test 0 0 True 1.00
Irene a test 0 0 True 1.00
Irene a test 6 1 True 0.00
Irene a test 7 1 True 0.00
Irene a test 3 1 True 0.00
Irene a test 3 1 True 0.00
Irene a test 7 1 True 1.00
Irene a test 0 0 True 1.00
Irene a test 2 1 True 1.00
Irene a test 8 1 False 1.00
Irene a test 0 0 True 1.00
Irene a test 1 1 False 1.00
Irene a test 6 1 True 1.00
Irene a test 2 1 True 0.00
Irene a test 7 1 True 0.00
Irene a test 2 1 True 1.00
Irene a test 0 0 True 1.00
Irene a test 6 1 True 1.00
Irene a test 5 1 False 0.00
Irene a test 0 0 True 1.00
Irene a test 2 1 True 0.00
Irene a test 0 0 True 1.00
Irene a test 6 1 True 0.00
Irene a test 0 0 False 1.00
Irene a test 4 1 False 1.00
Irene a test 4 1 False 0.00
Irene a test 8 1 True 1.00
Irene a test 1 1 True 1.00
Irene a test 2 1 True 0.00
Irene a test 0 0 True 1.00
Irene a test 3 1 True 0.00
Irene a test 6 1 True 0.00
Irene a test 2 1 True 1.00
Irene a test 2 1 True 1.00
Irene a test 1 1 True 0.00
Irene a test 8 1 True 1.00
Irene a test 7 1 True 1.00
Irene a test 7 1 True 1.00
Irene a test 8 1 True 1.00
Irene a test 7 1 True 1.00
Irene a test 0 0 True 1.00
Irene a test 0 0 True 1.00
Irene a test 7 1 True 1.00
Irene a test 0 0 True 0.00
Irene a test 1 1 True 1.00
Irene a test 3 1 False 0.00
Irene a test 0 0 True 1.00
Irene a test 5 1 True 0.00
Irene a test 3 1 True 0.00
Irene a test 0 0 True 1.00
Irene a test 8 1 True 1.00
Irene a test 2 1 True 0.00
Irene a test 4 1 True 0.00
Irene a test 0 0 True 1.00
Irene a test 5 1 True 1.00
Irene a test 1 1 True 0.00
Irene a test 5 1 True 1.00
Irene a test 8 1 True 1.00
Irene a test 4 1 True 1.00
Irene a test 1 1 False 1.00
Irene a test 1 1 False 1.00
Irene a test 0 0 True 1.00
Irene a test 0 0 True 1.00
Irene a test 8 1 True 1.00
Irene a test 3 1 True 0.00
Irene a test 6 1 True 1.00
Irene a test 0 0 True 1.00
Irene a test 3 1 True 1.00
Irene a test 5 1 True 1.00
Irene a test 6 1 True 1.00
Irene a test 5 1 True 1.00
Irene a test 1 1 True 1.00
Irene a test 6 1 True 1.00
Irene a test 5 1 True 1.00
Irene a test 4 1 True 0.00
Irene a test 4 1 True 1.00
Irene a test 8 1 True 1.00
Irene a test 4 1 True 1.00
Irene a training 7 1 True 1.00
Irene a training 7 0 True 1.00
Irene a training 9 1 True 0.00
Irene a training 9 1 True 0.00
Irene a training 9 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 7 1 False 1.00
Irene a training 7 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 8 1 True 1.00
Irene a training 7 1 True 1.00
Irene a training 8 1 True 1.00
Irene a training 8 1 True 1.00
Irene a training 9 0 True 1.00
Irene a training 9 1 True 1.00
Irene a training 7 0 True 1.00
Irene a training 9 1 True 1.00
Irene a training 7 1 True 1.00
Irene a training 8 1 True 1.00
Irene a training 9 0 True 1.00
Irene a training 8 1 True 1.00
Irene a training 8 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 7 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 7 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 7 1 False 0.00
Irene a training 9 1 False 1.00
Irene a training 9 1 True 1.00
Irene a training 8 1 True 1.00
Irene a training 8 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 7 1 True 1.00
Irene a training 8 1 True 1.00
Irene a training 9 1 True 1.00
Irene a training 6 1 True 1.00
Irene a training 6 1 True 1.00
Irene a training 5 1 True 1.00
Irene a training 4 1 True 1.00
Irene a training 5 1 True 1.00
Irene a training 4 0 True 1.00
Irene a training 5 1 True 1.00
Irene a training 6 1 True 1.00
Irene a training 6 1 True 1.00
Irene a training 5 0 True 1.00
Irene a training 5 1 False 1.00
Irene a training 5 0 True 1.00
Irene a training 4 1 True 0.00
Irene a training 5 1 False 1.00
Irene a training 6 1 True 1.00
Irene a training 4 1 True 1.00
Irene a training 5 1 True 1.00
Irene a training 6 0 True 1.00
Irene a training 6 0 True 1.00
Irene a training 5 1 True 0.00
Irene a training 4 0 True 0.00
Irene a training 5 0 True 1.00
Irene a training 6 1 True 1.00
Irene a training 6 1 True 1.00
Irene a training 4 1 True 0.00
Irene a training 5 1 True 1.00
Irene a training 6 1 True 1.00
Irene a training 6 0 True 0.00
Irene a training 5 1 True 1.00
Irene a training 4 1 True 1.00
Irene a training 5 0 True 1.00
Irene a training 4 1 True 0.00
Irene a training 6 1 True 1.00
Irene a training 4 0 True 1.00
Irene a training 4 1 True 0.00
Irene a training 6 1 True 1.00
Irene a training 4 1 True 1.00
Irene a training 5 0 True 1.00
Irene a training 4 0 True 1.00
Irene a training 5 1 True 1.00
Irene a training 3 1 True 1.00
Irene a training 2 0 True 1.00
Irene a training 2 1 True 0.00
Irene a training 2 0 True 1.00
Irene a training 1 1 True 1.00
Irene a training 1 0 True 0.00
Irene a training 1 0 True 1.00
Irene a training 3 1 True 1.00
Irene a training 3 1 True 1.00
Irene a training 2 1 True 1.00
Irene a training 1 0 True 1.00
Irene a training 1 1 True 1.00
Irene a training 3 0 True 1.00
Irene a training 2 1 True 1.00
Irene a training 1 0 True 1.00
Irene a training 1 1 True 1.00
Irene a training 3 1 True 1.00
Irene a training 1 1 True 1.00
Irene a training 1 0 False 0.00
Irene a training 1 1 True 1.00
Irene a training 2 1 True 1.00
Irene a training 2 1 True 1.00
Irene a training 1 1 True 1.00
Irene a training 1 0 True 0.00
Irene a training 3 1 False 1.00
Irene a training 1 1 True 1.00
Irene a training 2 0 True 1.00
Irene a training 2 1 True 1.00
Irene a training 3 1 True 1.00
Irene a training 3 0 True 1.00
Irene a training 3 1 True 1.00
Irene a training 1 1 True 1.00
Irene a training 2 1 True 1.00
Irene a training 1 1 True 1.00
Irene a training 1 1 True 1.00
Irene a training 2 1 True 1.00
Irene a training 3 1 True 1.00
Irene a training 3 1 False 0.00
Irene a training 3 0 True 1.00
Irene a training 3 1 True 1.00
Irene a retest 7 1 True 1.00
Irene a retest 4 1 True 1.00
Irene a retest 4 1 True 1.00
Irene a retest 5 1 True 1.00
Irene a retest 7 1 True 1.00
Irene a retest 1 1 True 1.00
Irene a retest 5 1 True 1.00
Irene a retest 8 1 True 1.00
Irene a retest 7 1 True 1.00
Irene a retest 5 1 True 1.00
Irene a retest 2 1 False 1.00
Irene a retest 1 1 True 1.00
Irene a retest 1 1 False 1.00
Irene a retest 2 1 True 0.00
Irene a retest 3 1 True 0.00
Irene a retest 2 1 True 1.00
Irene a retest 7 1 False 1.00
Irene a retest 2 1 True 1.00
